dia;mes;año;codClase;hora;codigoMonitor;nParticipantes
5;marzo;2025;Pilates001;10;104;12
5;marzo;2025;Pilates001;12;104;13
5;marzo;2025;Pilates001;16;104;16
5;marzo;2025;Pilates001;19;104;11
6;marzo;2025;Yoga001;10;100;1
6;marzo;2025;Yoga001;12;100;2
6;marzo;2025;Yoga001;16;100;4
6;marzo;2025;Yoga001;19;100;1
6;marzo;2025;Bike001;10;101;3
6;marzo;2025;Bike001;12;101;1
6;marzo;2025;Bike001;16;101;1
6;marzo;2025;Bike001;19;101;4
6;marzo;2025;Zumba001;10;103;1
6;marzo;2025;Zumba001;12;103;3
6;marzo;2025;Zumba001;16;103;4
6;marzo;2025;Zumba001;19;103;2
6;marzo;2025;Pilates001;10;104;2
6;marzo;2025;Pilates001;12;104;1
6;marzo;2025;Pilates001;16;104;1
6;marzo;2025;Pilates001;19;104;7
7;marzo;2025;Yoga001;10;100;20
7;marzo;2025;Yoga001;12;100;11
7;marzo;2025;Yoga001;16;100;24
7;marzo;2025;Yoga001;19;100;18
7;marzo;2025;Bike001;10;101;24
7;marzo;2025;Bike001;12;101;20
7;marzo;2025;Bike001;16;101;20
7;marzo;2025;Bike001;19;101;14
7;marzo;2025;Zumba001;10;103;21
7;marzo;2025;Zumba001;12;103;2
7;marzo;2025;Zumba001;16;103;12
7;marzo;2025;Zumba001;19;103;11
7;marzo;2025;Pilates001;10;104;10
7;marzo;2025;Pilates001;12;104;10
7;marzo;2025;Pilates001;16;104;11
7;marzo;2025;Pilates001;19;104;18
8;marzo;2025;Yoga001;10;100;11
8;marzo;2025;Yoga001;12;100;11
8;marzo;2025;Yoga001;16;100;24
8;marzo;2025;Yoga001;19;100;11
8;marzo;2025;Bike001;10;101;25
8;marzo;2025;Bike001;12;101;21
8;marzo;2025;Bike001;16;101;11
8;marzo;2025;Bike001;19;101;14
8;marzo;2025;Zumba001;10;103;12
8;marzo;2025;Zumba001;12;103;11
8;marzo;2025;Zumba001;16;103;14
8;marzo;2025;Zumba001;19;103;12
8;marzo;2025;Pilates001;10;104;12
8;marzo;2025;Pilates001;12;104;13
8;marzo;2025;Pilates001;16;104;11
8;marzo;2025;Pilates001;19;104;11
9;marzo;2025;Yoga001;10;100;12
9;marzo;2025;Yoga001;12;100;11
9;marzo;2025;Yoga001;16;100;12
9;marzo;2025;Yoga001;19;100;11
9;marzo;2025;Bike001;10;101;25
9;marzo;2025;Bike001;12;101;12
9;marzo;2025;Bike001;16;101;21
9;marzo;2025;Bike001;19;101;12
9;marzo;2025;Zumba001;10;103;12
9;marzo;2025;Zumba001;12;103;25
9;marzo;2025;Zumba001;16;103;12
9;marzo;2025;Zumba001;19;103;12
9;marzo;2025;Pilates001;10;104;12
9;marzo;2025;Pilates001;12;104;12
9;marzo;2025;Pilates001;16;104;16
9;marzo;2025;Pilates001;19;104;12
10;marzo;2025;Yoga001;10;100;24
10;marzo;2025;Yoga001;12;100;20
10;marzo;2025;Yoga001;16;100;24
10;marzo;2025;Yoga001;19;100;15
10;marzo;2025;Bike001;10;101;11
10;marzo;2025;Bike001;12;101;20
10;marzo;2025;Bike001;16;101;20
10;marzo;2025;Bike001;19;101;10
10;marzo;2025;Zumba001;10;103;11
10;marzo;2025;Zumba001;12;103;20
10;marzo;2025;Zumba001;16;103;20
10;marzo;2025;Zumba001;19;103;10
10;marzo;2025;Pilates001;10;104;11
10;marzo;2025;Pilates001;12;104;25
10;marzo;2025;Pilates001;16;104;12
10;marzo;2025;Pilates001;19;104;16
11;marzo;2025;Yoga001;10;100;24
11;marzo;2025;Yoga001;12;100;20
11;marzo;2025;Yoga001;16;100;24
11;marzo;2025;Yoga001;19;100;15
11;marzo;2025;Bike001;10;101;11
11;marzo;2025;Bike001;12;101;20
11;marzo;2025;Bike001;16;101;20
11;marzo;2025;Bike001;19;101;10
11;marzo;2025;Zumba001;10;103;11
11;marzo;2025;Zumba001;12;103;20
11;marzo;2025;Zumba001;16;103;20
11;marzo;2025;Zumba001;19;103;10
11;marzo;2025;Pilates001;10;104;11
11;marzo;2025;Pilates001;12;104;25
11;marzo;2025;Pilates001;16;104;12
11;marzo;2025;Pilates001;19;104;16
12;marzo;2025;Yoga001;10;100;12
12;marzo;2025;Yoga001;12;100;11
12;marzo;2025;Yoga001;16;100;24
12;marzo;2025;Yoga001;19;100;11
12;marzo;2025;Bike001;10;101;25
12;marzo;2025;Bike001;12;101;21
12;marzo;2025;Bike001;16;101;21
12;marzo;2025;Bike001;19;101;14
12;marzo;2025;Zumba001;10;103;12
12;marzo;2025;Zumba001;12;103;25
12;marzo;2025;Zumba001;16;103;14
12;marzo;2025;Zumba001;19;103;12
12;marzo;2025;Pilates001;10;104;12
12;marzo;2025;Pilates001;12;104;13
12;marzo;2025;Pilates001;16;104;16
12;marzo;2025;Pilates001;19;104;11
13;marzo;2025;Yoga001;10;100;12
13;marzo;2025;Yoga001;12;100;11
13;marzo;2025;Yoga001;16;100;24
13;marzo;2025;Yoga001;19;100;11
13;marzo;2025;Bike001;10;101;25
13;marzo;2025;Bike001;12;101;21
13;marzo;2025;Bike001;16;101;21
13;marzo;2025;Bike001;19;101;14
13;marzo;2025;Zumba001;10;103;12
13;marzo;2025;Zumba001;12;103;25
13;marzo;2025;Zumba001;16;103;14
13;marzo;2025;Zumba001;19;103;12
13;marzo;2025;Pilates001;10;104;12
13;marzo;2025;Pilates001;12;104;13
13;marzo;2025;Pilates001;16;104;16
13;marzo;2025;Pilates001;19;104;11
14;marzo;2025;Yoga001;10;100;12
14;marzo;2025;Yoga001;12;100;11
14;marzo;2025;Yoga001;16;100;24
14;marzo;2025;Yoga001;19;100;11
14;marzo;2025;Bike001;10;101;25
14;marzo;2025;Bike001;12;101;21
14;marzo;2025;Bike001;16;101;21
14;marzo;2025;Bike001;19;101;14
14;marzo;2025;Zumba001;10;103;12
14;marzo;2025;Zumba001;12;103;25
14;marzo;2025;Zumba001;16;103;14
14;marzo;2025;Zumba001;19;103;12
14;marzo;2025;Pilates001;10;104;12
14;marzo;2025;Pilates001;12;104;13
14;marzo;2025;Pilates001;16;104;16
14;marzo;2025;Pilates001;19;104;11
15;marzo;2025;Yoga001;10;100;12
15;marzo;2025;Yoga001;12;100;11
15;marzo;2025;Yoga001;16;100;24
15;marzo;2025;Yoga001;19;100;11
15;marzo;2025;Bike001;10;101;25
15;marzo;2025;Bike001;12;101;21
15;marzo;2025;Bike001;16;101;21
15;marzo;2025;Bike001;19;101;14
15;marzo;2025;Zumba001;10;103;12
15;marzo;2025;Zumba001;12;103;25
15;marzo;2025;Zumba001;16;103;14
15;marzo;2025;Zumba001;19;103;12
15;marzo;2025;Pilates001;10;104;12
15;marzo;2025;Pilates001;12;104;13
15;marzo;2025;Pilates001;16;104;16
15;marzo;2025;Pilates001;19;104;11
16;marzo;2025;Yoga001;10;100;21
16;marzo;2025;Yoga001;12;100;11
16;marzo;2025;Yoga001;16;100;24
16;marzo;2025;Yoga001;19;100;21
16;marzo;2025;Bike001;10;101;25
16;marzo;2025;Bike001;12;101;21
16;marzo;2025;Bike001;16;101;14
16;marzo;2025;Bike001;19;101;24
16;marzo;2025;Zumba001;10;103;21
16;marzo;2025;Zumba001;12;103;25
16;marzo;2025;Zumba001;16;103;24
16;marzo;2025;Zumba001;19;103;11
16;marzo;2025;Pilates001;10;104;11
16;marzo;2025;Pilates001;12;104;21
16;marzo;2025;Pilates001;16;104;21
16;marzo;2025;Pilates001;19;104;11
11;marzo;2025;Yoga001;10;100;20
11;marzo;2025;Yoga001;12;100;11
11;marzo;2025;Yoga001;16;100;24
11;marzo;2025;Yoga001;19;100;18
11;marzo;2025;Bike001;10;101;24
11;marzo;2025;Bike001;12;101;20
11;marzo;2025;Bike001;16;101;20
11;marzo;2025;Bike001;19;101;14
11;marzo;2025;Zumba001;10;103;21
11;marzo;2025;Zumba001;12;103;2
11;marzo;2025;Zumba001;16;103;12
11;marzo;2025;Zumba001;19;103;11
11;marzo;2025;Pilates001;10;104;10
11;marzo;2025;Pilates001;12;104;10
11;marzo;2025;Pilates001;16;104;11
11;marzo;2025;Pilates001;19;104;18
18;marzo;2025;Yoga001;10;100;11
18;marzo;2025;Yoga001;12;100;11
18;marzo;2025;Yoga001;16;100;24
18;marzo;2025;Yoga001;19;100;11
18;marzo;2025;Bike001;10;101;25
18;marzo;2025;Bike001;12;101;21
18;marzo;2025;Bike001;16;101;11
18;marzo;2025;Bike001;19;101;14
18;marzo;2025;Zumba001;10;103;12
18;marzo;2025;Zumba001;12;103;11
18;marzo;2025;Zumba001;16;103;14
18;marzo;2025;Zumba001;19;103;12
18;marzo;2025;Pilates001;10;104;12
18;marzo;2025;Pilates001;12;104;13
18;marzo;2025;Pilates001;16;104;11
18;marzo;2025;Pilates001;19;104;11
19;marzo;2025;Yoga001;10;100;12
19;marzo;2025;Yoga001;12;100;11
19;marzo;2025;Yoga001;16;100;12
19;marzo;2025;Yoga001;19;100;11
19;marzo;2025;Bike001;10;101;25
19;marzo;2025;Bike001;12;101;12
19;marzo;2025;Bike001;16;101;21
19;marzo;2025;Bike001;19;101;12
19;marzo;2025;Zumba001;10;103;12
19;marzo;2025;Zumba001;12;103;25
19;marzo;2025;Zumba001;16;103;12
19;marzo;2025;Zumba001;19;103;12
19;marzo;2025;Pilates001;10;104;12
19;marzo;2025;Pilates001;12;104;12
19;marzo;2025;Pilates001;16;104;16
19;marzo;2025;Pilates001;19;104;12
20;marzo;2025;Yoga001;10;100;24
20;marzo;2025;Yoga001;12;100;20
20;marzo;2025;Yoga001;16;100;24
20;marzo;2025;Yoga001;19;100;15
20;marzo;2025;Bike001;10;101;11
20;marzo;2025;Bike001;12;101;20
20;marzo;2025;Bike001;16;101;20
20;marzo;2025;Bike001;19;101;10
20;marzo;2025;Zumba001;10;103;11
20;marzo;2025;Zumba001;12;103;20
20;marzo;2025;Zumba001;16;103;20
20;marzo;2025;Zumba001;19;103;10
20;marzo;2025;Pilates001;10;104;11
20;marzo;2025;Pilates001;12;104;25
20;marzo;2025;Pilates001;16;104;12
20;marzo;2025;Pilates001;19;104;16
21;marzo;2025;Yoga001;10;100;24
21;marzo;2025;Yoga001;12;100;20
21;marzo;2025;Yoga001;16;100;24
21;marzo;2025;Yoga001;19;100;15
21;marzo;2025;Bike001;10;101;11
21;marzo;2025;Bike001;12;101;20
21;marzo;2025;Bike001;16;101;20
21;marzo;2025;Bike001;19;101;10
21;marzo;2025;Zumba001;10;103;11
21;marzo;2025;Zumba001;12;103;20
21;marzo;2025;Zumba001;16;103;20
21;marzo;2025;Zumba001;19;103;10
21;marzo;2025;Pilates001;10;104;11
21;marzo;2025;Pilates001;12;104;25
21;marzo;2025;Pilates001;16;104;12
21;marzo;2025;Pilates001;19;104;16
11;marzo;2025;Yoga001;10;100;12
11;marzo;2025;Yoga001;12;100;11
11;marzo;2025;Yoga001;16;100;24
11;marzo;2025;Yoga001;19;100;11
11;marzo;2025;Bike001;10;101;25
11;marzo;2025;Bike001;12;101;21
11;marzo;2025;Bike001;16;101;21
11;marzo;2025;Bike001;19;101;14
11;marzo;2025;Zumba001;10;103;12
11;marzo;2025;Zumba001;12;103;25
11;marzo;2025;Zumba001;16;103;14
11;marzo;2025;Zumba001;19;103;12
11;marzo;2025;Pilates001;10;104;12
11;marzo;2025;Pilates001;12;104;13
11;marzo;2025;Pilates001;16;104;16
11;marzo;2025;Pilates001;19;104;11
25;marzo;2025;Yoga001;10;100;11
25;marzo;2025;Yoga001;12;100;11
25;marzo;2025;Yoga001;16;100;24
25;marzo;2025;Yoga001;19;100;11
25;marzo;2025;Bike001;10;101;25
25;marzo;2025;Bike001;12;101;21
25;marzo;2025;Bike001;16;101;21
25;marzo;2025;Bike001;19;101;14
25;marzo;2025;Zumba001;10;103;12
25;marzo;2025;Zumba001;12;103;25
25;marzo;2025;Zumba001;16;103;14
25;marzo;2025;Zumba001;19;103;11 
25;marzo;2025;Pilates001;10;104;12
25;marzo;2025;Pilates001;12;104;13
25;marzo;2025;Pilates001;16;104;16
25;marzo;2025;Pilates001;19;104;11
24;marzo;2025;Yoga001;10;100;11
24;marzo;2025;Yoga001;12;100;11
24;marzo;2025;Yoga001;16;100;24
24;marzo;2025;Yoga001;19;100;11
24;marzo;2025;Bike001;10;101;25
24;marzo;2025;Bike001;12;101;21
24;marzo;2025;Bike001;16;101;14
24;marzo;2025;Bike001;19;101;14
24;marzo;2025;Zumba001;10;103;12
24;marzo;2025;Zumba001;12;103;25
24;marzo;2025;Zumba001;16;103;14
24;marzo;2025;Zumba001;19;103;12
24;marzo;2025;Pilates001;10;104;12
24;marzo;2025;Pilates001;12;104;13
24;marzo;2025;Pilates001;16;104;14
24;marzo;2025;Pilates001;19;104;11
24;marzo;2025;Yoga001;10;100;12
24;marzo;2025;Yoga001;12;100;11
24;marzo;2025;Yoga001;16;100;14
24;marzo;2025;Yoga001;19;100;11
24;marzo;2025;Bike001;10;101;25
24;marzo;2025;Bike001;12;101;21
24;marzo;2025;Bike001;16;101;21
24;marzo;2025;Bike001;19;101;14
24;marzo;2025;Zumba001;10;103;12
24;marzo;2025;Zumba001;12;103;25
24;marzo;2025;Zumba001;16;103;14
24;marzo;2025;Zumba001;19;103;12
24;marzo;2025;Pilates001;10;104;12
24;marzo;2025;Pilates001;12;104;14
24;marzo;2025;Pilates001;16;104;16
24;marzo;2025;Pilates001;19;104;14
26;marzo;2025;Yoga001;10;100;24
26;marzo;2025;Yoga001;12;100;24
26;marzo;2025;Yoga001;16;100;14
26;marzo;2025;Yoga001;19;100;21
26;marzo;2025;Bike001;10;101;13
26;marzo;2025;Bike001;12;101;24
26;marzo;2025;Bike001;16;101;11
26;marzo;2025;Bike001;19;101;24
26;marzo;2025;Zumba001;10;103;13
26;marzo;2025;Zumba001;12;103;25
26;marzo;2025;Zumba001;16;103;14
26;marzo;2025;Zumba001;19;103;12
26;marzo;2025;Pilates001;10;104;11
26;marzo;2025;Pilates001;12;104;21
26;marzo;2025;Pilates001;16;104;21
26;marzo;2025;Pilates001;19;104;11
27;marzo;2025;Yoga001;10;100;20
27;marzo;2025;Yoga001;12;100;11
27;marzo;2025;Yoga001;16;100;24
27;marzo;2025;Yoga001;19;100;18
27;marzo;2025;Bike001;10;101;24
27;marzo;2025;Bike001;12;101;20
27;marzo;2025;Bike001;16;101;24
27;marzo;2025;Bike001;19;101;14
27;marzo;2025;Zumba001;10;103;21
27;marzo;2025;Zumba001;12;103;24
27;marzo;2025;Zumba001;16;103;12
27;marzo;2025;Zumba001;19;103;11
27;marzo;2025;Pilates001;10;104;24
27;marzo;2025;Pilates001;12;104;10
27;marzo;2025;Pilates001;16;104;11
27;marzo;2025;Pilates001;19;104;18
28;marzo;2025;Yoga001;10;100;11
28;marzo;2025;Yoga001;12;100;11
28;marzo;2025;Yoga001;16;100;24
28;marzo;2025;Yoga001;19;100;11
28;marzo;2025;Bike001;10;101;25
28;marzo;2025;Bike001;12;101;21
28;marzo;2025;Bike001;16;101;24
28;marzo;2025;Bike001;19;101;14
28;marzo;2025;Zumba001;10;103;12
28;marzo;2025;Zumba001;12;103;11
28;marzo;2025;Zumba001;16;103;14
28;marzo;2025;Zumba001;19;103;24
28;marzo;2025;Pilates001;10;104;12
28;marzo;2025;Pilates001;12;104;13
28;marzo;2025;Pilates001;16;104;11
28;marzo;2025;Pilates001;19;104;11
29;marzo;2025;Yoga001;10;100;12
29;marzo;2025;Yoga001;12;100;11
29;marzo;2025;Yoga001;16;100;12
29;marzo;2025;Yoga001;19;100;24
29;marzo;2025;Bike001;10;101;25
29;marzo;2025;Bike001;12;101;12
29;marzo;2025;Bike001;16;101;21
29;marzo;2025;Bike001;19;101;24
29;marzo;2025;Zumba001;10;103;12
29;marzo;2025;Zumba001;12;103;25
29;marzo;2025;Zumba001;16;103;12
29;marzo;2025;Zumba001;19;103;24
29;marzo;2025;Pilates001;10;104;12
29;marzo;2025;Pilates001;12;104;12
29;marzo;2025;Pilates001;16;104;16
29;marzo;2025;Pilates001;19;104;12
30;marzo;2025;Yoga001;10;100;24
30;marzo;2025;Yoga001;12;100;20
30;marzo;2025;Yoga001;16;100;24
30;marzo;2025;Yoga001;19;100;15
30;marzo;2025;Bike001;10;101;11
30;marzo;2025;Bike001;12;101;24
30;marzo;2025;Bike001;16;101;20
30;marzo;2025;Bike001;19;101;10
30;marzo;2025;Zumba001;10;103;11
30;marzo;2025;Zumba001;12;103;20
30;marzo;2025;Zumba001;16;103;20
30;marzo;2025;Zumba001;19;103;24
30;marzo;2025;Pilates001;10;104;11
30;marzo;2025;Pilates001;12;104;25
30;marzo;2025;Pilates001;16;104;12
30;marzo;2025;Pilates001;19;104;24
31;marzo;2025;Yoga001;10;100;24
31;marzo;2025;Yoga001;12;100;20
31;marzo;2025;Yoga001;16;100;24
31;marzo;2025;Yoga001;19;100;24
31;marzo;2025;Bike001;10;101;11
31;marzo;2025;Bike001;12;101;24
31;marzo;2025;Bike001;16;101;20
31;marzo;2025;Bike001;19;101;10
31;marzo;2025;Zumba001;10;103;11
31;marzo;2025;Zumba001;12;103;20
31;marzo;2025;Zumba001;16;103;20
31;marzo;2025;Zumba001;19;103;10
31;marzo;2025;Pilates001;10;104;24
31;marzo;2025;Pilates001;12;104;25
31;marzo;2025;Pilates001;16;104;12
31;marzo;2025;Pilates001;19;104;16









