dia;mes;año;codClase;hora;codigoMonitor;nParticipantes
11;mayo;2023;Bike001;16;101;20
11;mayo;2023;Bike001;19;101;10
11;mayo;2023;Zumba001;10;103;22
11;mayo;2023;Zumba001;12;103;20
11;mayo;2023;Zumba001;16;103;20
11;mayo;2023;Zumba001;19;103;10
11;mayo;2023;Pilates001;10;104;22
11;mayo;2023;Pilates001;12;104;23
11;mayo;2023;Pilates001;16;104;12
11;mayo;2023;Pilates001;19;104;16
12;mayo;2023;Yoga001;10;100;12
12;mayo;2023;Yoga001;12;100;22
12;mayo;2023;Yoga001;16;100;13
12;mayo;2023;Yoga001;19;100;11
12;mayo;2023;Bike001;10;101;23
12;mayo;2023;Bike001;12;101;21
12;mayo;2023;Bike001;16;101;21
12;mayo;2023;Bike001;19;101;14
12;mayo;2023;Zumba001;10;103;12
12;mayo;2023;Zumba001;12;103;23
12;mayo;2023;Zumba001;16;103;14
12;mayo;2023;Zumba001;19;103;12
12;mayo;2023;Pilates001;10;104;12
12;mayo;2023;Pilates001;12;104;13
12;mayo;2023;Pilates001;16;104;16
12;mayo;2023;Pilates001;19;104;11
13;mayo;2023;Yoga001;10;100;12
13;mayo;2023;Yoga001;12;100;22
13;mayo;2023;Yoga001;16;100;13
13;mayo;2023;Yoga001;19;100;11
13;mayo;2023;Bike001;10;101;23
13;mayo;2023;Bike001;12;101;21
13;mayo;2023;Bike001;16;101;21
13;mayo;2023;Bike001;19;101;14
13;mayo;2023;Zumba001;10;103;12
13;mayo;2023;Zumba001;12;103;23
13;mayo;2023;Zumba001;16;103;14
13;mayo;2023;Zumba001;19;103;12
13;mayo;2023;Pilates001;10;104;12
13;mayo;2023;Pilates001;12;104;13
13;mayo;2023;Pilates001;16;104;16
13;mayo;2023;Pilates001;19;104;11
14;mayo;2023;Yoga001;10;100;12
14;mayo;2023;Yoga001;12;100;22
14;mayo;2023;Yoga001;16;100;13
14;mayo;2023;Yoga001;19;100;11
14;mayo;2023;Bike001;10;101;23
14;mayo;2023;Bike001;12;101;21
14;mayo;2023;Bike001;16;101;21
14;mayo;2023;Bike001;19;101;14
14;mayo;2023;Zumba001;10;103;12
14;mayo;2023;Zumba001;12;103;23
14;mayo;2023;Zumba001;16;103;14
14;mayo;2023;Zumba001;19;103;12
14;mayo;2023;Pilates001;10;104;12
14;mayo;2023;Pilates001;12;104;13
14;mayo;2023;Pilates001;16;104;16
14;mayo;2023;Pilates001;19;104;11
25;mayo;2023;Yoga001;10;100;12
25;mayo;2023;Yoga001;12;100;22
25;mayo;2023;Yoga001;16;100;13
25;mayo;2023;Yoga001;19;100;11
25;mayo;2023;Bike001;10;101;23
25;mayo;2023;Bike001;12;101;21
25;mayo;2023;Bike001;16;101;21
25;mayo;2023;Bike001;19;101;14
25;mayo;2023;Zumba001;10;103;12
25;mayo;2023;Zumba001;12;103;23
25;mayo;2023;Zumba001;16;103;14
25;mayo;2023;Zumba001;19;103;12
25;mayo;2023;Pilates001;10;104;12
25;mayo;2023;Pilates001;12;104;13
25;mayo;2023;Pilates001;16;104;16
25;mayo;2023;Pilates001;19;104;11
16;mayo;2023;Yoga001;10;100;21
16;mayo;2023;Yoga001;12;100;22
16;mayo;2023;Yoga001;16;100;13
16;mayo;2023;Yoga001;19;100;21
16;mayo;2023;Bike001;10;101;23
16;mayo;2023;Bike001;12;101;21
16;mayo;2023;Bike001;16;101;14
16;mayo;2023;Bike001;19;101;13
16;mayo;2023;Zumba001;10;103;21
16;mayo;2023;Zumba001;12;103;23
16;mayo;2023;Zumba001;16;103;13
16;mayo;2023;Zumba001;19;103;22
16;mayo;2023;Pilates001;10;104;22
16;mayo;2023;Pilates001;12;104;21
16;mayo;2023;Pilates001;16;104;21
16;mayo;2023;Pilates001;19;104;11
11;mayo;2023;Yoga001;10;100;20
11;mayo;2023;Yoga001;12;100;22
11;mayo;2023;Yoga001;16;100;13
11;mayo;2023;Yoga001;19;100;18
11;mayo;2023;Bike001;10;101;13
11;mayo;2023;Bike001;12;101;20
11;mayo;2023;Bike001;16;101;20
11;mayo;2023;Bike001;19;101;14
11;mayo;2023;Zumba001;10;103;21
11;mayo;2023;Zumba001;12;103;2
11;mayo;2023;Zumba001;16;103;12
11;mayo;2023;Zumba001;19;103;11
11;mayo;2023;Pilates001;10;104;10
11;mayo;2023;Pilates001;12;104;10
11;mayo;2023;Pilates001;16;104;11
11;mayo;2023;Pilates001;19;104;18
18;mayo;2023;Yoga001;10;100;22
18;mayo;2023;Yoga001;12;100;22
18;mayo;2023;Yoga001;16;100;13
18;mayo;2023;Yoga001;19;100;22
18;mayo;2023;Bike001;10;101;23
18;mayo;2023;Bike001;12;101;21
18;mayo;2023;Bike001;16;101;22
18;mayo;2023;Bike001;19;101;14
18;mayo;2023;Zumba001;10;103;12
18;mayo;2023;Zumba001;12;103;22
18;mayo;2023;Zumba001;16;103;14
18;mayo;2023;Zumba001;19;103;12
18;mayo;2023;Pilates001;10;104;12
18;mayo;2023;Pilates001;12;104;13
18;mayo;2023;Pilates001;16;104;22
18;mayo;2023;Pilates001;19;104;22
19;mayo;2023;Yoga001;10;100;12
19;mayo;2023;Yoga001;12;100;22
19;mayo;2023;Yoga001;16;100;12
19;mayo;2023;Yoga001;19;100;11
19;mayo;2023;Bike001;10;101;23
19;mayo;2023;Bike001;12;101;12
19;mayo;2023;Bike001;16;101;21
19;mayo;2023;Bike001;19;101;12
19;mayo;2023;Zumba001;10;103;12
19;mayo;2023;Zumba001;12;103;23
19;mayo;2023;Zumba001;16;103;12
19;mayo;2023;Zumba001;19;103;12
19;mayo;2023;Pilates001;10;104;12
19;mayo;2023;Pilates001;12;104;12
19;mayo;2023;Pilates001;16;104;16
19;mayo;2023;Pilates001;19;104;12
20;mayo;2023;Yoga001;10;100;13
20;mayo;2023;Yoga001;12;100;20
20;mayo;2023;Yoga001;16;100;13
20;mayo;2023;Yoga001;19;100;25
20;mayo;2023;Bike001;10;101;22
20;mayo;2023;Bike001;12;101;20
20;mayo;2023;Bike001;16;101;20
20;mayo;2023;Bike001;19;101;10
20;mayo;2023;Zumba001;10;103;22
20;mayo;2023;Zumba001;12;103;20
20;mayo;2023;Zumba001;16;103;20
20;mayo;2023;Zumba001;19;103;10
20;mayo;2023;Pilates001;10;104;22
20;mayo;2023;Pilates001;12;104;23
20;mayo;2023;Pilates001;16;104;12
20;mayo;2023;Pilates001;19;104;16
21;mayo;2023;Yoga001;10;100;13
21;mayo;2023;Yoga001;12;100;20
21;mayo;2023;Yoga001;16;100;13
21;mayo;2023;Yoga001;19;100;25
21;mayo;2023;Bike001;10;101;22
21;mayo;2023;Bike001;12;101;20
21;mayo;2023;Bike001;16;101;20
21;mayo;2023;Bike001;19;101;10
21;mayo;2023;Zumba001;10;103;22
21;mayo;2023;Zumba001;12;103;20
21;mayo;2023;Zumba001;16;103;20
21;mayo;2023;Zumba001;19;103;10
21;mayo;2023;Pilates001;10;104;22
21;mayo;2023;Pilates001;12;104;23
21;mayo;2023;Pilates001;16;104;12
21;mayo;2023;Pilates001;19;104;16
22;mayo;2023;Yoga001;10;100;12
22;mayo;2023;Yoga001;12;100;22
22;mayo;2023;Yoga001;16;100;13
22;mayo;2023;Yoga001;19;100;11
22;mayo;2023;Bike001;10;101;23
22;mayo;2023;Bike001;12;101;21
22;mayo;2023;Bike001;16;101;21
22;mayo;2023;Bike001;19;101;14
22;mayo;2023;Zumba001;10;103;12
22;mayo;2023;Zumba001;12;103;23
22;mayo;2023;Zumba001;16;103;14
22;mayo;2023;Zumba001;19;103;12
22;mayo;2023;Pilates001;10;104;12
22;mayo;2023;Pilates001;12;104;13
22;mayo;2023;Pilates001;16;104;16
22;mayo;2023;Pilates001;19;104;11
23;mayo;2023;Yoga001;10;100;22
23;mayo;2023;Yoga001;12;100;22
23;mayo;2023;Yoga001;16;100;13
23;mayo;2023;Yoga001;19;100;22
23;mayo;2023;Bike001;10;101;23
23;mayo;2023;Bike001;12;101;21
23;mayo;2023;Bike001;16;101;21
23;mayo;2023;Bike001;19;101;14
23;mayo;2023;Zumba001;10;103;12
23;mayo;2023;Zumba001;12;103;23
23;mayo;2023;Zumba001;16;103;14
23;mayo;2023;Zumba001;19;103;22 
23;mayo;2023;Pilates001;10;104;12
23;mayo;2023;Pilates001;12;104;13
23;mayo;2023;Pilates001;16;104;16
23;mayo;2023;Pilates001;19;104;11
13;mayo;2023;Yoga001;10;100;22
13;mayo;2023;Yoga001;12;100;22
13;mayo;2023;Yoga001;16;100;13
13;mayo;2023;Yoga001;19;100;11
13;mayo;2023;Bike001;10;101;23
13;mayo;2023;Bike001;12;101;21
13;mayo;2023;Bike001;16;101;14
13;mayo;2023;Bike001;19;101;14
13;mayo;2023;Zumba001;10;103;12
13;mayo;2023;Zumba001;12;103;23
13;mayo;2023;Zumba001;16;103;14
13;mayo;2023;Zumba001;19;103;12
13;mayo;2023;Pilates001;10;104;12
13;mayo;2023;Pilates001;12;104;13
13;mayo;2023;Pilates001;16;104;14
13;mayo;2023;Pilates001;19;104;11
13;mayo;2023;Yoga001;10;100;12
13;mayo;2023;Yoga001;12;100;22
13;mayo;2023;Yoga001;16;100;14
13;mayo;2023;Yoga001;19;100;11
13;mayo;2023;Bike001;10;101;23
13;mayo;2023;Bike001;12;101;21
13;mayo;2023;Bike001;16;101;21
13;mayo;2023;Bike001;19;101;14
13;mayo;2023;Zumba001;10;103;12
13;mayo;2023;Zumba001;12;103;23
13;mayo;2023;Zumba001;16;103;14
13;mayo;2023;Zumba001;19;103;12
13;mayo;2023;Pilates001;10;104;12
13;mayo;2023;Pilates001;12;104;14
13;mayo;2023;Pilates001;16;104;16
13;mayo;2023;Pilates001;19;104;14
26;mayo;2023;Yoga001;10;100;13
26;mayo;2023;Yoga001;12;100;13
26;mayo;2023;Yoga001;16;100;14
26;mayo;2023;Yoga001;19;100;21
26;mayo;2023;Bike001;10;101;13
26;mayo;2023;Bike001;12;101;13
26;mayo;2023;Bike001;16;101;11
26;mayo;2023;Bike001;19;101;13
26;mayo;2023;Zumba001;10;103;13
26;mayo;2023;Zumba001;12;103;23
26;mayo;2023;Zumba001;16;103;14
26;mayo;2023;Zumba001;19;103;12
26;mayo;2023;Pilates001;10;104;22
26;mayo;2023;Pilates001;12;104;21
26;mayo;2023;Pilates001;16;104;21
26;mayo;2023;Pilates001;19;104;11
27;mayo;2023;Yoga001;10;100;20
27;mayo;2023;Yoga001;12;100;22
27;mayo;2023;Yoga001;16;100;13
27;mayo;2023;Yoga001;19;100;18
27;mayo;2023;Bike001;10;101;13
27;mayo;2023;Bike001;12;101;20
27;mayo;2023;Bike001;16;101;13
27;mayo;2023;Bike001;19;101;14
27;mayo;2023;Zumba001;10;103;21
27;mayo;2023;Zumba001;12;103;13
27;mayo;2023;Zumba001;16;103;12
27;mayo;2023;Zumba001;19;103;11
27;mayo;2023;Pilates001;10;104;13
27;mayo;2023;Pilates001;12;104;10
27;mayo;2023;Pilates001;16;104;11
27;mayo;2023;Pilates001;19;104;18
28;mayo;2023;Yoga001;10;100;22
28;mayo;2023;Yoga001;12;100;22
28;mayo;2023;Yoga001;16;100;13
28;mayo;2023;Yoga001;19;100;22
28;mayo;2023;Bike001;10;101;23
28;mayo;2023;Bike001;12;101;21
28;mayo;2023;Bike001;16;101;13
28;mayo;2023;Bike001;19;101;14
28;mayo;2023;Zumba001;10;103;12
28;mayo;2023;Zumba001;12;103;22
28;mayo;2023;Zumba001;16;103;14
28;mayo;2023;Zumba001;19;103;13
28;mayo;2023;Pilates001;10;104;12
28;mayo;2023;Pilates001;12;104;13
28;mayo;2023;Pilates001;16;104;22
28;mayo;2023;Pilates001;19;104;22
29;mayo;2023;Yoga001;10;100;12
29;mayo;2023;Yoga001;12;100;22
29;mayo;2023;Yoga001;16;100;12
29;mayo;2023;Yoga001;19;100;13
29;mayo;2023;Bike001;10;101;23
29;mayo;2023;Bike001;12;101;12
29;mayo;2023;Bike001;16;101;21
29;mayo;2023;Bike001;19;101;13
29;mayo;2023;Zumba001;10;103;12
29;mayo;2023;Zumba001;12;103;23
29;mayo;2023;Zumba001;16;103;12
29;mayo;2023;Zumba001;19;103;13
29;mayo;2023;Pilates001;10;104;12
29;mayo;2023;Pilates001;12;104;12
29;mayo;2023;Pilates001;16;104;16
29;mayo;2023;Pilates001;19;104;12
30;mayo;2023;Yoga001;10;100;13
30;mayo;2023;Yoga001;12;100;20
30;mayo;2023;Yoga001;16;100;13
30;mayo;2023;Yoga001;19;100;25
30;mayo;2023;Bike001;10;101;22
30;mayo;2023;Bike001;12;101;13
30;mayo;2023;Bike001;16;101;20
30;mayo;2023;Bike001;19;101;10
30;mayo;2023;Zumba001;10;103;22
30;mayo;2023;Zumba001;12;103;20
30;mayo;2023;Zumba001;16;103;20
30;mayo;2023;Zumba001;19;103;13
30;mayo;2023;Pilates001;10;104;22
30;mayo;2023;Pilates001;12;104;23
30;mayo;2023;Pilates001;16;104;12
30;mayo;2023;Pilates001;19;104;13
