dia;mes;año;codClase;hora;codigoMonitor;nParticipantes
15;febrero;2023;Zumba001;12;103;23
15;febrero;2023;Zumba001;16;103;14
15;febrero;2023;Zumba001;19;103;12
15;febrero;2023;Pilates001;10;104;12
15;febrero;2023;Pilates001;12;104;13
15;febrero;2023;Pilates001;16;104;16
15;febrero;2023;Pilates001;19;104;17
16;febrero;2023;Yoga001;10;100;21
16;febrero;2023;Yoga001;12;100;22
16;febrero;2023;Yoga001;16;100;24
16;febrero;2023;Yoga001;19;100;21
16;febrero;2023;Bike001;10;101;23
16;febrero;2023;Bike001;12;101;21
16;febrero;2023;Bike001;16;101;14
16;febrero;2023;Bike001;19;101;24
16;febrero;2023;Zumba001;10;103;21
16;febrero;2023;Zumba001;12;103;23
16;febrero;2023;Zumba001;16;103;24
16;febrero;2023;Zumba001;19;103;22
16;febrero;2023;Pilates001;10;104;22
16;febrero;2023;Pilates001;12;104;21
16;febrero;2023;Pilates001;16;104;21
16;febrero;2023;Pilates001;19;104;17
17;febrero;2023;Yoga001;10;100;20
17;febrero;2023;Yoga001;12;100;22
17;febrero;2023;Yoga001;16;100;24
17;febrero;2023;Yoga001;19;100;18
17;febrero;2023;Bike001;10;101;24
17;febrero;2023;Bike001;12;101;20
17;febrero;2023;Bike001;16;101;20
17;febrero;2023;Bike001;19;101;14
17;febrero;2023;Zumba001;10;103;21
17;febrero;2023;Zumba001;12;103;2
17;febrero;2023;Zumba001;16;103;12
17;febrero;2023;Zumba001;19;103;11
17;febrero;2023;Pilates001;10;104;10
17;febrero;2023;Pilates001;12;104;10
17;febrero;2023;Pilates001;16;104;17
17;febrero;2023;Pilates001;19;104;18
18;febrero;2023;Yoga001;10;100;22
18;febrero;2023;Yoga001;12;100;22
18;febrero;2023;Yoga001;16;100;24
18;febrero;2023;Yoga001;19;100;22
18;febrero;2023;Bike001;10;101;23
18;febrero;2023;Bike001;12;101;21
18;febrero;2023;Bike001;16;101;22
18;febrero;2023;Bike001;19;101;14
18;febrero;2023;Zumba001;10;103;12
18;febrero;2023;Zumba001;12;103;22
18;febrero;2023;Zumba001;16;103;14
18;febrero;2023;Zumba001;19;103;12
18;febrero;2023;Pilates001;10;104;12
18;febrero;2023;Pilates001;12;104;13
18;febrero;2023;Pilates001;16;104;22
18;febrero;2023;Pilates001;19;104;22
19;febrero;2023;Yoga001;10;100;12
19;febrero;2023;Yoga001;12;100;22
19;febrero;2023;Yoga001;16;100;12
19;febrero;2023;Yoga001;19;100;11
19;febrero;2023;Bike001;10;101;23
19;febrero;2023;Bike001;12;101;12
19;febrero;2023;Bike001;16;101;21
19;febrero;2023;Bike001;19;101;12
19;febrero;2023;Zumba001;10;103;12
19;febrero;2023;Zumba001;12;103;23
19;febrero;2023;Zumba001;16;103;12
19;febrero;2023;Zumba001;19;103;12
19;febrero;2023;Pilates001;10;104;12
19;febrero;2023;Pilates001;12;104;12
19;febrero;2023;Pilates001;16;104;16
19;febrero;2023;Pilates001;19;104;12
20;febrero;2023;Yoga001;10;100;25
20;febrero;2023;Yoga001;12;100;20
20;febrero;2023;Yoga001;16;100;25
20;febrero;2023;Yoga001;19;100;15
20;febrero;2023;Bike001;10;101;22
20;febrero;2023;Bike001;12;101;20
20;febrero;2023;Bike001;16;101;20
20;febrero;2023;Bike001;19;101;10
20;febrero;2023;Zumba001;10;103;22
20;febrero;2023;Zumba001;12;103;20
20;febrero;2023;Zumba001;16;103;20
20;febrero;2023;Zumba001;19;103;10
20;febrero;2023;Pilates001;10;104;22
20;febrero;2023;Pilates001;12;104;23
20;febrero;2023;Pilates001;16;104;12
20;febrero;2023;Pilates001;19;104;16
21;febrero;2023;Yoga001;10;100;25
21;febrero;2023;Yoga001;12;100;20
21;febrero;2023;Yoga001;16;100;25
21;febrero;2023;Yoga001;19;100;15
21;febrero;2023;Bike001;10;101;22
21;febrero;2023;Bike001;12;101;20
21;febrero;2023;Bike001;16;101;20
21;febrero;2023;Bike001;19;101;10
21;febrero;2023;Zumba001;10;103;22
21;febrero;2023;Zumba001;12;103;20
21;febrero;2023;Zumba001;16;103;20
21;febrero;2023;Zumba001;19;103;10
21;febrero;2023;Pilates001;10;104;22
21;febrero;2023;Pilates001;12;104;23
21;febrero;2023;Pilates001;16;104;12
21;febrero;2023;Pilates001;19;104;16
22;febrero;2023;Yoga001;10;100;12
22;febrero;2023;Yoga001;12;100;22
22;febrero;2023;Yoga001;16;100;24
22;febrero;2023;Yoga001;19;100;11
22;febrero;2023;Bike001;10;101;23
22;febrero;2023;Bike001;12;101;21
22;febrero;2023;Bike001;16;101;21
22;febrero;2023;Bike001;19;101;14
22;febrero;2023;Zumba001;10;103;12
22;febrero;2023;Zumba001;12;103;23
22;febrero;2023;Zumba001;16;103;14
22;febrero;2023;Zumba001;19;103;12
22;febrero;2023;Pilates001;10;104;12
22;febrero;2023;Pilates001;12;104;13
22;febrero;2023;Pilates001;16;104;16
22;febrero;2023;Pilates001;19;104;17
23;febrero;2023;Yoga001;10;100;22
23;febrero;2023;Yoga001;12;100;22
23;febrero;2023;Yoga001;16;100;24
23;febrero;2023;Yoga001;19;100;22
23;febrero;2023;Bike001;10;101;23
23;febrero;2023;Bike001;12;101;21
23;febrero;2023;Bike001;16;101;21
23;febrero;2023;Bike001;19;101;14
23;febrero;2023;Zumba001;10;103;12
23;febrero;2023;Zumba001;12;103;23
23;febrero;2023;Zumba001;16;103;14
23;febrero;2023;Zumba001;19;103;22 
23;febrero;2023;Pilates001;10;104;12
23;febrero;2023;Pilates001;12;104;13
23;febrero;2023;Pilates001;16;104;16
23;febrero;2023;Pilates001;19;104;17
24;febrero;2023;Yoga001;10;100;22
24;febrero;2023;Yoga001;12;100;22
24;febrero;2023;Yoga001;16;100;24
24;febrero;2023;Yoga001;19;100;11
24;febrero;2023;Bike001;10;101;23
24;febrero;2023;Bike001;12;101;21
24;febrero;2023;Bike001;16;101;14
24;febrero;2023;Bike001;19;101;14
24;febrero;2023;Zumba001;10;103;12
24;febrero;2023;Zumba001;12;103;23
24;febrero;2023;Zumba001;16;103;14
24;febrero;2023;Zumba001;19;103;12
24;febrero;2023;Pilates001;10;104;12
24;febrero;2023;Pilates001;12;104;13
24;febrero;2023;Pilates001;16;104;14
24;febrero;2023;Pilates001;19;104;17
25;febrero;2023;Yoga001;10;100;12
25;febrero;2023;Yoga001;12;100;22
25;febrero;2023;Yoga001;16;100;14
25;febrero;2023;Yoga001;19;100;11
25;febrero;2023;Bike001;10;101;23
25;febrero;2023;Bike001;12;101;21
25;febrero;2023;Bike001;16;101;21
25;febrero;2023;Bike001;19;101;14
25;febrero;2023;Zumba001;10;103;12
25;febrero;2023;Zumba001;12;103;23
25;febrero;2023;Zumba001;16;103;14
25;febrero;2023;Zumba001;19;103;12
25;febrero;2023;Pilates001;10;104;12
25;febrero;2023;Pilates001;12;104;14
25;febrero;2023;Pilates001;16;104;16
25;febrero;2023;Pilates001;19;104;14
26;febrero;2023;Yoga001;10;100;25
26;febrero;2023;Yoga001;12;100;25
26;febrero;2023;Yoga001;16;100;14
26;febrero;2023;Yoga001;19;100;21
26;febrero;2023;Bike001;10;101;13
26;febrero;2023;Bike001;12;101;25
26;febrero;2023;Bike001;16;101;11
26;febrero;2023;Bike001;19;101;25
26;febrero;2023;Zumba001;10;103;13
26;febrero;2023;Zumba001;12;103;23
26;febrero;2023;Zumba001;16;103;14
26;febrero;2023;Zumba001;19;103;12
26;febrero;2023;Pilates001;10;104;22
26;febrero;2023;Pilates001;12;104;21
26;febrero;2023;Pilates001;16;104;21
26;febrero;2023;Pilates001;19;104;17
27;febrero;2023;Yoga001;10;100;20
27;febrero;2023;Yoga001;12;100;22
27;febrero;2023;Yoga001;16;100;25
27;febrero;2023;Yoga001;19;100;18
27;febrero;2023;Bike001;10;101;24
27;febrero;2023;Bike001;12;101;20
27;febrero;2023;Bike001;16;101;25
27;febrero;2023;Bike001;19;101;14
27;febrero;2023;Zumba001;10;103;21
27;febrero;2023;Zumba001;12;103;25
27;febrero;2023;Zumba001;16;103;12
27;febrero;2023;Zumba001;19;103;11
27;febrero;2023;Pilates001;10;104;25
27;febrero;2023;Pilates001;12;104;10
27;febrero;2023;Pilates001;16;104;17
27;febrero;2023;Pilates001;19;104;18
28;febrero;2023;Yoga001;10;100;22
28;febrero;2023;Yoga001;12;100;22
28;febrero;2023;Yoga001;16;100;25
28;febrero;2023;Yoga001;19;100;22
28;febrero;2023;Bike001;10;101;23
28;febrero;2023;Bike001;12;101;21
28;febrero;2023;Bike001;16;101;25
28;febrero;2023;Bike001;19;101;14
28;febrero;2023;Zumba001;10;103;12
28;febrero;2023;Zumba001;12;103;22
28;febrero;2023;Zumba001;16;103;14
28;febrero;2023;Zumba001;19;103;25
28;febrero;2023;Pilates001;10;104;12
28;febrero;2023;Pilates001;12;104;13
28;febrero;2023;Pilates001;16;104;22
28;febrero;2023;Pilates001;19;104;22
